Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
08/08/2021 13:18:03,Male,24,Malaysian,Malaysia,Penang,Georgetown ,Undergraduate Degree,Bachelor of Engineering Computer Network Engineering ,Universiti Malaysia Perlis,Yes,Yes,No,CDLE - Certifai,,AI Engineer ,MYR,4000,0,0,0,"Free Snacks, Remote Work, Learning and Development, Company Laptop",Pytorch,"Penang, Malaysia ",Information Technology & Services ,51-200 employees,51 - 200 people,Skymind Holdings Berhad,10,8 Months ,0,4000,MYR
08/08/2021 13:37:19,Male,25,Malaysian,Malaysia,Kuala Lumpur,,SPM,,,N/A,No,No,,,Front end developer,MYR,4000,4000,0,7,"Dental Claim, Company Laptop",JavaScript ,Kuala Lumpur,Business,201-1000 employees,2 - 10 people,,5,1.5,1,2400,MYR
08/08/2021 15:50:25,Male,24,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor of Computer Science,Sunway,Yes,No,No,,,Seniour software engineer,USD,15000,,,0,"Vacation/Personal Days, Sick Time (Unlimited), Remote Work","React, React Native","New York, US",Games,11-50 employees,2 - 10 people,,10,5,3,3400,MYR
08/08/2021 21:52:53,Male,26,Malaysian,Malaysia,KL,Bukit Jalil,Undergraduate Degree,Bachelor of Computer Science (Hons) (Intelligent System),Asia Pacific University,Yes,No,No,,,Software Developer,MYR,4200,2100,0,22,"Health Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Transport/Parking Allowance, Optical/Eye-wear claims","Java, JavaScript","Kuala Lumpur, Malaysia",Insurance,51-200 employees,2 - 10 people,,6,3,1,3000,MYR
09/08/2021 13:25:36,Male,32,Malaysian,Malaysia,Selangor,Batu Caves,Undergraduate Degree,Bachelor of Information System Engineering,UTAR,Yes,No,No,,,Senior Software Engineer,MYR,5000,0,0,-1,"Remote Work, Phone Bill Reimbursement","PHP Laravel, MySQL, Tech Support, Technical Task (Eg: hardware installation, configuration)","KL, Malaysia",Education,1-10 employees,Team of 1,,2,10,3,2000,MYR
09/08/2021 16:28:28,Male,25,Malaysian,Malaysia,Wilayah Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,Universiti Teknikal Malaysia Melaka,Yes,No,No,,,Application Developer,MYR,3500,0,0,12,"Maternity Leave, Paternity Leave, Company Laptop",Kendo,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Business,11-50 employees,2 - 10 people,,5,1,0,3300,MYR
09/08/2021 20:42:02,Male,24,Other,Malaysia,Selangor,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,,Yes,No,Yes,,GCP Professional,Machine Learning Engineer,MYR,8000,0,0,0,"Remote Work, Company Laptop","Python, bash","Kuala Lumpur, Malaysia",Financial Services,11-50 employees,2 - 10 people,,3,3,5,2000,MYR
10/08/2021 09:50:23,Male,28,Malaysian,Malaysia,Selangor,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,International Islamic University of Malaysia,Yes,No,No,,,Programmer,MYR,3500,0,0,14,Company Laptop,Angular 2,"Kuala Lumpur, Malaysia",Business,11-50 employees,2 - 10 people,,6,0.5,0,800,0
12/08/2021 02:39:53,Male,30,Malaysian,Malaysia,Selangor,Subang,Undergraduate Degree,Bachelor of Multimedia,Multimedia University,Yes,No,No,,,Dev Specialist,Myr,8200,0,0,14,"Remote Work, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims",JavaScript,"Kuala Lumpur, Malaysia",Consultancy,">10,000employees",200+ people,Accenture,7,7,5,3300,MYR
12/08/2021 13:08:44,Female,33,Malaysian,Malaysia,Selangor,Puchong ,PhD,Doctor of Philosophy in Electrical Engineering,Universiti Teknologi Malaysia,Yes,No,No,,,Software Analyst,MYR,8150,7900,0,14,"Maternity Leave, Company Laptop","C#, qt qml, php, python, django, .net",Singapore,Security system provider,1-10 employees,2 - 10 people,,8,4,0,7000,MYR
13/08/2021 13:10:29,Male,29,Malaysian,Singapore,Singapore,Singapore,Undergraduate Degree,,,Yes,No,No,,,Software Engineer,SGD,6800,0,,16,"Health Insurance, Remote Work, Company Laptop","PHP, Vuejs, MySQL",Singapore,Financial Services,11-50 employees,2 - 10 people,,8,7,2,3000,MYR
13/08/2021 13:22:36,Male,27,Malaysian,Malaysia,Selangor,Klang,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,Yes,No,No,,,Senior Mobile Developer,MYR,6000,0,0,15,"Health Insurance, Company Laptop",Flutter,"Selangor, Malaysia",Business,11-50 employees,2 - 10 people,,2,5,1,6000,MYR
13/08/2021 13:51:54,Male,25,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Bachelor of Computer Science,INTI International College Subang,Yes,No,No,,,Mobile Application Developer,MYR,3500,6000,0,14,"Dental Claim, Employee Assistance Program, Free Snacks, Company Laptop","Angular, Ionic, Android, Kotlin","Kuala Lumpur, Malaysia","Data Infrastructure, Telecom",51-200 employees,2 - 10 people,IXONUS SDN BHD,6,2,0,3000,MYR
13/08/2021 16:20:32,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor Hons Chemical Engineering,Universiti Teknologi PETRONAS,No,No,No,,,Software Engineer,MYR,8000,0,0,16,"Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Company Phones","flutter, elixir, phoenix, react","Kuala Lumpur, Malaysia",Entertainment,11-50 employees,2 - 10 people,,8,2,2,4000,MYR
13/08/2021 17:44:37,Male,34,Malaysian,Malaysia,Selangor,Sg Buloh,Undergraduate Degree,Bachelor of Computer Science,IIUM,Yes,No,Yes,,ENSA,Software Engineer,MYR,5500,0,0,15,"Health Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Company Laptop",.NET,"Selangor, Malaysia",Government and Government Linked Companies (GLC),201-1000 employees,2 - 10 people,,4,12,4,5500,MYR
13/08/2021 18:17:07,Male,31,Malaysian,Malaysia,Wilayah Persekutuan,Kuala Lumpur,Undergraduate Degree,Bachelor (Hons) in Computer Science,University of Sultan Zainal Abidin,Yes,No,No,,,System Engineer,MYR,7500,6500,0,20,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Phones, Annual Flexi Allowance",Java,"Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,,8,7,2,2500,MYR
13/08/2021 19:41:17,Male,26,Malaysian,Malaysia,Penang,Simpang Ampat,Undergraduate Degree,Bachelor of Computer Science,Universiti Sains Malaysia,Yes,No,No,,,R&D Engineer,MYR,4200,8000,0,16,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Lunch, Learning and Development, Student Loan Repayment Plan, Company Laptop, Optical/Eye-wear claims","Java, C++","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,7,2,0,3500,MYR
13/08/2021 19:47:13,Male,28,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Software Engineering,UTAR,Yes,No,No,,,Senior Software Engineer,MYR,7500,22500,0,18,"Dental Claim, Maternity Leave, Paternity Leave, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Car Loan Subsidy",What is this?,"Kuala Lumpur, Malaysia",Entertainment,11-50 employees,2 - 10 people,,7,6,0,3000,MYR
13/08/2021 21:01:15,Male,29,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Software Engineer,SEGi University,Yes,No,Yes,,CEH,PHP Developer,MYR,7500,1 month salary,0,10,"Health Insurance, Life Insurance, Sick Time (Unlimited), Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Company Laptop, Optical/Eye-wear claims","PHP,NodeJs,MySql,MongoDB,Redis",Petaling Jaya,Entertainment,51-200 employees,11 - 50 people,,3,4,5,6000,MYR
13/08/2021 21:49:18,Male,24,Malaysian,Malaysia,Perak,Perak,Undergraduate Degree,Bachelor of Computer Science(Artificial Intelligence),Universiti Teknikal Malaysia Melaka(UTeM),Yes,No,Yes,,AWS Solution Architect,Data Engineer,MYR,3000,0,0,0,"Company Phones, Professional Membership Subsidy/Sponsor",AWS,"Selangor, Malaysia",Software,11-50 employees,Team of 1,,4,1,3,3000,MYR
13/08/2021 23:19:16,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Bachelor of Engineering,Toyohashi University of Technology,Yes,No,Yes,,"AWS Cloud Practitioner, GCP Cloud Architect",Golang Developer,SGD,6400,0,0,15,"Dental Claim, Remote Work, Relocation Bonus","Golang, GCP, Docker",Singapore,Audio Technology,201-1000 employees,2 - 10 people,,8,4,3,3300,MYR
14/08/2021 00:14:29,Male,35,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Software Engineering,Multimedia University,No,No,No,,,Senior Software Engineer,MYR,8000,0,0,21,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Remote Work",".NET, Kubernetes, Azure Cloud, Azure Devops, PHP Zend Framework 1, ","Kuala Lumpur, Malaysia","Energy, Utilities",1-10 employees,2 - 10 people,,7,7,4,1800,MYR
14/08/2021 07:54:17,Male,25,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Electronic Engineering,Universiti Tun Hussein Onn Malaysia,Yes,No,No,,,Software Engineer,MYR,3500,0,0,14,"Remote Work, Company Laptop","SQL, vb.net, MSSQL","Kuala Lumpur, Malaysia",Financial Services,11-50 employees,2 - 10 people,,8,10 months,0,3500,MYR
14/08/2021 10:58:09,Male,33,Malaysian,Malaysia,Selangor,Puchong,Diploma,Computer Science,Methodist Pilley Institute,Yes,No,No,,,Senior Web Developer,MYR,12400,12400,0,14,"Health Insurance, Dental Claim, Company Laptop, Optical/Eye-wear claims","PHP, HTML, CSS, Javascript",Singapore,"Data Infrastructure, Telecom",11-50 employees,2 - 10 people,,10,10,8,1800,MYR
14/08/2021 14:56:56,Male,31,Malaysian,Malaysia,kl,kl,Undergraduate Degree,Bachelor of Computer Science,TAR college,Yes,No,Yes,,"aws solution architect, alibaba certified",tech evangelist,myr,15000,30000,,14,"Paternity Leave, Remote Work, Transport/Parking Allowance, Company Laptop","miro, teams, ide",malaysia,Financial Services,1-10 employees,2 - 10 people,,7,9,3,2800,myr
14/08/2021 18:24:51,Male,27,Malaysian,Malaysia,WP,KL,Undergraduate Degree,Bachelor of Computer Security,National Defence University of Malaysia,Yes,No,No,,,Php Developer,MYR,4700,8800,0,16,"Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Company Laptop, Company Phones, Optical/Eye-wear claims",Laptop,"KL, Malaysia",Games,51-200 employees,2 - 10 people,,9,3,2,3000,MYR
14/08/2021 21:30:25,Male,31,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Bachelor of Software Engineering ,INTI University,Yes,No,No,,,Senior Analyst Programmer,MYR,7400,14800,0,12,Vacation/Personal Days,Mainframe,"Kuala Lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,,7,9,1,3000,MYR
14/08/2021 22:06:44,Male,28,Malaysian,Malaysia,KL,,Undergraduate Degree,,,Yes,No,No,,,Senior Software Engineer,MYR,11000,,,18,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Company Phones, Optical/Eye-wear claims","Swift, Objective-C, Ruby, Bash","Selangor, Malaysia",Financial Services,"1,001-10,000 employees",200+ people,,7,6,2,11000,MYR
14/08/2021 23:34:18,Male,24,Malaysian,Malaysia,selangor,petaling jaya,Diploma,,segi college,No,No,No,,,web developer,MYR,5600,0,0,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Car",react,old town,e-commerce,1-10 employees,2 - 10 people,,7,3,1,3000,MYR
14/08/2021 23:37:04,Male,28,Malaysian,Malaysia,Selangor,Shah Alam,Diploma,Diploma Kejuruteraan Elektronik,Mjii,N/A,No,No,,,Backend Developer,MYR,5000,0,0,12,"Paternity Leave, Remote Work, Company Laptop",Php,"KL, Malaysia",Education,1-10 employees,2 - 10 people,,8,4,4,1800,MYR
15/08/2021 00:30:15,Female,33,Malaysian,Malaysia,Selangor,Shah alam,Undergraduate Degree,Bachelor of science majoring in bioinformatics ,University of Malaya ,Yes,No,No,,,Mobile develoer,MYR,9500,0,0,14,"Maternity Leave, Paternity Leave, Remote Work",Mobile development ,Subang jaya,Communication,201-1000 employees,11 - 50 people,,6,10,4,2300,MYR 
15/08/2021 09:39:06,Female,33,Malaysian,Malaysia,KL,Kepong,Undergraduate Degree,Bachelor of Computing,UCSI,Yes,No,Yes,,Mostly Microsoft ,Lead Developer,MYR,9000,1 month,0,18,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Company Laptop, Optical/Eye-wear claims, Parking",.net,USA,Financial Services,201-1000 employees,11 - 50 people,,6,8,2,3000,MYR
15/08/2021 15:20:10,Female,28,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor of IT,,Yes,No,No,,,Mid Developer,MYR,4000,,,12,Free Lunch,INtellij,Penang,"Industrials (Manufacturing, Construction, etc.)",1-10 employees,2 - 10 people,,10,5,2,4000,myr
15/08/2021 17:09:20,Male,23,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,University of Nottingham Malaysia,Yes,No,No,,,Full stack developer & Project manager,MYR,3000,0,0,15,"Free Snacks, Free Drinks, Remote Work","Typescript,Javascript,React,Express","Kuala Lumpur, Malaysia","Data Infrastructure, Telecom",1-10 employees,2 - 10 people,Tinkerve LLP,7,0,0,3000,MYR
15/08/2021 18:27:17,Female,32,Malaysian,Malaysia,Penang,Bayan Lepas,Undergraduate Degree,Bachelor of Engineering (Electronics – Computer and Information),IIUM,Yes,No,Yes,,"CCNA, CEH",Senior Software Engineer,MYR,8400,8400,,30,"Health Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Free Dinner, Free Snacks, Company Laptop, Company Phones",C++,"Penang, Malaysia",Auto Vehicles,201-1000 employees,11 - 50 people,,7,9,2,3000,MYR
15/08/2021 19:06:50,Male,25,Malaysian,Malaysia,Kuala Lumpur,Mont Kiara,Undergraduate Degree,Bachelor in Forensics & Networking (honestly dont rmb the name of it lmao),Taylors University,Yes,No,No,,,Blockchain Developer,USD,5800,0,"100,000",0,Immigration Assistance,"Vuejs, hardhat, subgraph, solidity",Singapore,Financial Services,1-10 employees,2 - 10 people,,8,1,1,2000,AUD
15/08/2021 22:13:17,Male,28,Malaysian,Malaysia,Selangor ,Cyberjaya,Undergraduate Degree,Bachelor of Computer Science,University of Nottingham Malaysia,Yes,No,No,,,Data Engineer,MYR,5150,5000,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Company Laptop, Relocation Bonus, Optical/Eye-wear claims","Python, Google Cloud, Airflow, Postgres",Cyberjaya,Financial Services,201-1000 employees,2 - 10 people,,4,4,1,2600,MYR
15/08/2021 23:56:56,Male,27,Indian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Technology,KIIT,Yes,No,No,,,DevOps Team Lead,MYR,13000,60000,,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Free Breakfast, Free Drinks, Tuition Reimbursement, Company Laptop, Broadband/Home Internet Reimbursement","AWS, DOCKER, KUBERNETES","Cyberjaya, Selangor",Financial Services,201-1000 employees,11 - 50 people,,5,5,0,13000,MYR
16/08/2021 00:30:34,Male,24,Malaysian,Malaysia,Selangor,Wilayah Persekutuan Kuala Lumpur,Undergraduate Degree,Bachelor of IT in Software Engineering,Univeristi Kuala Lumpur,Yes,No,No,,,Web Application Developer,MYR,3800,0,0,14,"Health Insurance, Dental Claim, Maternity Leave, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop","Laravel, Angular ","Kuala Lumpur, Malaysia",IT,11-50 employees,2 - 10 people,,9,1.5,2,3600,MYR
16/08/2021 10:06:05,Male,29,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Bachelor in IT,MMU Cyberjaya,Yes,No,No,,,Consultant,MYR,7440,6500,0,18,"Dental Claim, Maternity Leave, Vacation/Personal Days, Free Dinner, Gym/Wellness Reimbursement, Company Laptop, Optical/Eye-wear claims","MEAN, ASP .Net, PHP Laravel, AngularJs, Javascript, MySql, SQL Server ","Selangor, Malaysia","Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,Fusionex,6,7,0,3100,MYR
16/08/2021 11:43:03,Male,22,Malaysian,Malaysia,Johor,Johor Bahru,Diploma,Diploma in Information Technology,Kaplan Higher Education Singapore,Yes,No,No,,,Software Engineer,MYR,3000,0,,1,"Vacation/Personal Days, Remote Work, Transport/Parking Allowance, Phone Bill Reimbursement","Visual Studio Code, Android Studio, Flutter, Dart","Johor,Malaysia",Technology,11-50 employees,2 - 10 people,,10,1,1,3000,MYR
16/08/2021 11:57:11,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor Of Information Technology,Universiti Teknologi MARA,Yes,No,No,,,Web Programmer,MYR,200,0,0,12,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Company Laptop","Laravel, VueJs, Gitlab, Restful Api","Selangor, Malaysia",Business,11-50 employees,2 - 10 people,PA Communication Sdn Bhd,8,2,2,2800,MYR
16/08/2021 13:15:26,Other,23,Malaysian,Malaysia,,,Undergraduate Degree,,,Yes,No,No,,,Junior Web Developer,MYR,2200,,,8,"Company Laptop, Phone Bill Reimbursement",PHP,MALAYSIA,HR,1-10 employees,Team of 1,,10,0,0,0.01,MYR
16/08/2021 13:52:00,Male,30,Indonesia,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,BSc,APIIT,Yes,No,Yes,,,Senior Software Developer ,MYR,13300,16000,0,14,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Drinks, Remote Work, Employee Discount, Company Laptop, Company Phones, Optical/Eye-wear claims","C#, jQuery","KL, Malaysia","Hospitality, Food, Leisure Travel","1,001-10,000 employees",51 - 200 people,,7,9,2,2800,Myr
16/08/2021 18:52:38,Male,32,Malaysian,Malaysia,Selangor,Sg Buloh,Undergraduate Degree,Bachelor of Computer Engineering,UTM,No,No,No,,,IT Manager,MYR,15000,15000,,14,"Health Insurance, Dental Claim, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Optical/Eye-wear claims","Angular, .NET, C#, Azure DevOps","Selangor, Malaysia","Energy, Utilities",11-50 employees,2 - 10 people,,9,12,7,2000,MYR
16/08/2021 19:00:38,Male,33,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Information Technology (Hons) Computer Engineering,Universiti Tunku Abdul Rahman,Yes,No,No,,,"Engineering Lead, UX",MYR,10080,10080,1000,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement","AWS, Node.js, TypeScript, React","Kuala Lumpur, Malaysia",Business,201-1000 employees,11 - 50 people,,6,10,2,2600,MYR
16/08/2021 19:50:53,Male,27,Malaysian,Malaysia,Kuala Lumpur,Sentul,Undergraduate Degree,Bachelor of Computer Science,University of Michigan,Yes,No,No,,,Data Engineer,MYR,6600,15000,0,24,"Health Insurance, Life Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones","Python, R, Javascript, SQL, Elasticsearch, Postgres, MySQL",Kuala Lumpur,"Public Service, Social Service","1,001-10,000 employees",2 - 10 people,,4,4,0,3900,MYR
